HydroID,staSeq,date,sampYr,lev1Name,lev1Memb,lev2Name,lev2Memb,levPropNum,taxa,hq,lcYr,area_sqkm,length_km,sum_strdrf_pct,catch_strdrf_pct,slp_mean,rc_sqkm,ag,coreforest,dev,fragforest,openwater,wetland
201485225,14410,1999-10-27,1999,3,1,3,0,3,bug,0,2002,392.724,779.665605124,0.135539626,0.409386261,6.56066941831702,0.086574795530704,0.054696536,0.453387074265142,0.107131790646902,0.285704486374356,0.038432335388829,0.062142683120096
201485225,14410,2012-09-25,2012,4,0.839622642,5,0.160377358,4.160377358,bug,0,2010,392.724,779.665605124,0.135539626,0.409386261,6.56066941831702,0.086574795530704,0.05402714,0.442321929942829,0.109882701901038,0.291083310271094,0.039477823586876,0.061066445269166
201485225,14410,2010-09-22,2010,3,0.5,4,0.5,3.5,bug,0,2010,392.724,779.665605124,0.135539626,0.409386261,6.56066941831702,0.086574795530704,0.05402714,0.442321929942829,0.109882701901038,0.291083310271094,0.039477823586876,0.061066445269166
201485225,14410,1994-08-10,1994,4,1,NA,0,4,fish,0,1995,392.724,779.665605124,0.135539626,0.409386261,6.56066941831702,0.086574795530704,0.054727286,0.471538830898197,0.101710390307709,0.28032093176179,0.03798055202723,0.062660696503291
201485225,14410,2009-06-04,2009,3,0.553763441,4,0.44623656,3.446236563,fish,0,2010,392.724,779.665605124,0.135539626,0.409386261,6.56066941831702,0.086574795530704,0.05402714,0.442321929942829,0.109882701901038,0.291083310271094,0.039477823586876,0.061066445269166
201485363,16246,2009-10-22,2009,3,0.9375,4,0.0625,3.0625,bug,0,2010,27.8325,47.366956782,0.23151915,0.600316957,9.85033019121764,0.574867511003323,0.020992557,0.585689016453626,0.079765043553716,0.1932383272703,0.021559923906151,0.111237192537463
201485363,16246,2014-09-24,2014,4,0.808510638,5,0.191489362,4.191489362,bug,0,2015,27.8325,47.366956782,0.23151915,0.600316957,9.85033019121764,0.574867511003323,0.020992557,0.582985682341555,0.080065414010613,0.197443513666856,0.021559923906151,0.11110369455662
201485445,14305,2011-11-16,2011,4,1,4,0,4,bug,0,2010,13.0455,23.503117216,7.05E-05,0.000191168,8.9752137955458,0.306619140699858,0.083066182,0.543990881242431,0.063475101517418,0.251620716677353,0.026002707131153,0.07522974994657
201485445,14305,2012-09-25,2012,4,0.653386454,3,0.346613546,3.653386454,bug,0,2010,13.0455,23.503117216,7.05E-05,0.000191168,8.9752137955458,0.306619140699858,0.083066182,0.543990881242431,0.063475101517418,0.251620716677353,0.026002707131153,0.07522974994657
201485445,14305,1999-11-01,1999,5,1,5,0,5,bug,0,2002,13.0455,23.503117216,7.05E-05,0.000191168,8.9752137955458,0.306619140699858,0.082994942,0.555033126736482,0.063190140343378,0.243428082923702,0.026287668305193,0.07558595141412
201485445,14305,2014-10-20,2014,3,1,3,0,3,bug,0,2015,13.0455,23.503117216,7.05E-05,0.000191168,8.9752137955458,0.306619140699858,0.083137423,0.548835221201111,0.063546341810928,0.249554748165562,0.025504025076583,0.07522974994657
201485445,14305,2012-07-23,2012,4,0.666666667,5,0.33333333,4.333333317,fish,0,2010,13.0455,23.503117216,7.05E-05,0.000191168,8.9752137955458,0.306619140699858,0.083066182,0.543990881242431,0.063475101517418,0.251620716677353,0.026002707131153,0.07522974994657
201485445,14305,2009-10-01,2009,3,1,3,0,3,bug,0,2010,13.0455,23.503117216,7.05E-05,0.000191168,8.9752137955458,0.306619140699858,0.083066182,0.543990881242431,0.063475101517418,0.251620716677353,0.026002707131153,0.07522974994657
201485478,17049,1994-07-12,1994,5,0.69230769,4,0.307692308,4.692307681,fish,0,1995,4.0068,7.956932741,0.137039202,0.137039202,9.51634615521436,1.24787860636917,0.08192548,0.457301550566998,0.089099745429299,0.298310576255496,0.021522795649155,0.047905577412636
201485482,14306,2011-08-23,2011,5,1,NA,0,5,fish,0,2010,14.4117,27.415673104,7.54E-05,0.000199203,12.3060666140548,0.416328399841795,0.087256546,0.512704759447956,0.066941828969431,0.270991874113246,0.023603766284019,0.078227782793757
201485482,14306,1994-07-07,1994,5,1,NA,0,5,fish,0,1995,14.4117,27.415673104,7.54E-05,0.000199203,12.3060666140548,0.416328399841795,0.088223913,0.523023345801625,0.063330323745647,0.265252160454018,0.025602992390043,0.077582871146653
201485561,16576,1994-07-20,1994,5,1,NA,0,5,fish,0,1995,2.2284,6.420377105,3.75E-05,3.75E-05,11.0787873089251,0.448752468138575,0,0.797584339858392,0.033735943356935,0.167013744273219,0.000416493127863,0.063723448563099
201485739,17868,2008-07-02,2008,5,1,NA,0,5,fish,0,2006,1.5471,3.326587075,5.41E-05,5.41E-05,12.0853492323215,0.646370628918622,0.083583885,0.646422128683103,0.023451593505713,0.179795550210463,0,0.081779915814793
201485785,16207,2011-08-23,2011,3,1,NA,0,3,fish,0,2010,12.5028,20.563359211,0.037812429,0.168253578,10.950067361867,1.11974917618453,0.113001486,0.403417533432392,0.07630014858841,0.319836552748886,0.009286775631501,0.086329866270431
201485785,16207,1994-07-20,1994,3,1,NA,0,3,fish,0,1995,12.5028,20.563359211,0.037812429,0.168253578,10.950067361867,1.11974917618453,0.117607727,0.422362555720654,0.073476968796434,0.310624071322437,0.008023774145617,0.089004457652303
201485799,18585,2016-09-06,2016,3,1,NA,0,3,fish,0,2015,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.689248754311997,0.03267535454197,0.179666538903795,0.011307014181679,0.054139517056343
201485799,16831,2011-08-22,2011,3,0.5,4,0.5,3.5,fish,0,2010,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.671042545036412,0.03267535454197,0.192985818321196,0.011402836335761,0.054235339210425
201485799,16832,2018-07-30,2018,3,1,NA,0,3,fish,0,2015,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.689248754311997,0.03267535454197,0.179666538903795,0.011307014181679,0.054139517056343
201485799,16831,2018-07-30,2018,3,1,NA,0,3,fish,0,2015,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.689248754311997,0.03267535454197,0.179666538903795,0.011307014181679,0.054139517056343
201485799,16832,1994-07-14,1994,1,1,NA,0,1,fish,1,1995,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.700843234955922,0.031621310847068,0.176696052127252,0.0085281717133,0.056918359524722
201485799,18585,2011-08-22,2011,4,1,NA,0,4,fish,0,2010,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.671042545036412,0.03267535454197,0.192985818321196,0.011402836335761,0.054235339210425
201485799,16831,1994-07-14,1994,2,0.75,3,0.25,2.25,fish,1,1995,9.702,19.994155561,0.039013754,3.17E-05,13.4975670714484,0.10307153164296,0.055385205,0.700843234955922,0.031621310847068,0.176696052127252,0.0085281717133,0.056918359524722
201485809,17866,2008-07-02,2008,5,1,NA,0,5,fish,0,2006,8.2341,13.682714872,0.001786856,0.012059174,10.707895441661,1.21446181124835,0.128031585,0.366159052453469,0.07727016356458,0.335476593344614,0.007670614777214,0.114156796390299
201485809,17867,2008-07-02,2008,5,1,NA,0,5,fish,0,2006,8.2341,13.682714872,0.001786856,0.012059174,10.707895441661,1.21446181124835,0.128031585,0.366159052453469,0.07727016356458,0.335476593344614,0.007670614777214,0.114156796390299
201485876,14669,2017-10-12,2017,5,0.60805861,4,0.391941392,4.608058618,bug,0,2015,266.931,494.392949287,0.183832438,0.087903539,9.96609037392846,0.086164589350806,0.047730579,0.272525422667066,0.175407702319884,0.323419479226845,0.066575718133792,0.06881694983678
201485903,16450,2019-06-07,2019,4,0.666666667,5,0.33333333,4.333333317,fish,0,2015,5.3172,5.494466467,0.267553561,0.275252783,9.20071045296788,0.564206725344166,0,0.59674882013634,0.024471246285614,0.226883411990911,0.086872924313931,0.023597273203985
201485936,17846,2009-07-06,2009,5,1,NA,0,5,fish,0,2010,3.0294,3.211706111,0.007120974,0.007120974,7.46016089378957,0.990295107942167,0.328527607,0.21441717791411,0.080981595092025,0.303067484662577,0.029447852760736,0.016257668711656
201485975,17613,2007-07-10,2007,4,0.5,5,0.5,4.5,fish,0,2006,428.5827,847.996715354,0.135658435,0.093703752,11.7035075260759,0.146996134001676,0.069796979,0.434114105262245,0.107754762333083,0.287525927595631,0.036737533621887,0.060956129532859
201485990,16878,1994-08-04,1994,1,1,NA,0,1,fish,1,1995,42.8652,77.321244854,0.081469923,0.621542717,8.25730041743504,0.909828952156994,0.170431879,0.413689185673402,0.069876853698725,0.280894978752927,0.01198941982482,0.067405255398491
201485997,19143,2016-09-06,2016,3,1,NA,0,3,fish,0,2015,5.3037,7.198257683,4.73E-05,3.48E-05,11.9037830705863,0,0,0.824177746675997,0.030965710286914,0.124212736179146,0.013645906228132,0.033764870538838
201486017,16802,1994-07-20,1994,3,0.5,4,0.35,3.65,fish,0,1995,12.5082,23.209166869,0.03392221,0.025598404,9.88561725404157,0.159895108808622,0.014254956,0.815724998143886,0.012101863538496,0.099784690771401,0.01113668423788,0.17536565446581
201486031,16088,2014-09-17,2014,4,0.966824645,3,0.033175355,3.966824645,bug,0,2015,6.3909,11.771157889,0.020393214,0.064570466,10.8594392315651,0.156472484313633,0.009010318,0.792762679843046,0.014387443685511,0.105943903502398,0.038802499636681,0.078331637843337
201486050,16533,2018-07-17,2018,1,1,NA,0,1,fish,1,2015,0.918,1.297589661,9.1E-05,9.1E-05,13.9599606511516,0,0,0.959636730575177,0.006054490413724,0.032290615539859,0.001009081735621,0.008072653884965
201486050,16533,1994-08-15,1994,1,1,NA,0,1,fish,1,1995,0.918,1.297589661,9.1E-05,9.1E-05,13.9599606511516,0,0,0.958627648839556,0.006054490413724,0.032290615539859,0.002018163471241,0.007063572149344
201486132,19886,2017-08-16,2017,5,1,NA,0,5,fish,0,2015,0.8136,1.369280783,0.000102817,0.000102817,13.7853296154612,1.2291052114061,0.003428571,0.714285714285714,0.048,0.204571428571429,0.020571428571429,0.002285714285714
201486157,16509,1994-07-12,1994,5,0.66666667,4,0.333333333,4.666666683,fish,0,1995,0.8253,0.82795851,0.15663017,0.15663017,13.0019673514398,1.21168060099358,0,0.71875,0.053571428571429,0.198660714285714,0.029017857142857,0
201486165,18567,2011-08-22,2011,5,0.61021505,4,0.333333333,4.553763422,fish,0,2010,1.9836,2.542234721,4.22E-05,4.22E-05,13.263654328276,0,0,0.730715287517532,0.046750818139317,0.203366058906031,0.014025245441795,0.028985507246377
201486165,16532,1994-08-10,1994,2,0.75,3,0.25,2.25,fish,1,1995,1.9836,2.542234721,4.22E-05,4.22E-05,13.263654328276,0,0,0.746610565684899,0.046750818139317,0.190275829827022,0.013090229079009,0.030388031790556
201486165,16532,2011-08-22,2011,2,1,NA,0,2,fish,1,2010,1.9836,2.542234721,4.22E-05,4.22E-05,13.263654328276,0,0,0.730715287517532,0.046750818139317,0.203366058906031,0.014025245441795,0.028985507246377
201486180,17815,2008-07-02,2008,5,1,NA,0,5,fish,0,2006,1.0251,3.116637532,8.15E-05,8.15E-05,8.17871171543425,3.90205833577212,0.105263158,0.421960072595281,0.088021778584392,0.317604355716878,0.017241379310345,0.134301270417423
201486187,16699,2016-07-07,2016,3,1,NA,0,3,fish,0,2015,4.9275,8.841191294,0.15426254,0.15426254,10.6345084377506,2.23236935565703,0.270050953,0.148707303264767,0.103981883374222,0.375542555199094,0.002264578222306,0.020381204000755
201486187,16699,1994-07-20,1994,3,1,NA,0,3,fish,0,1995,4.9275,8.841191294,0.15426254,0.15426254,10.6345084377506,2.23236935565703,0.265521797,0.16286091715418,0.101339875448198,0.370258539347047,0.002642007926024,0.020381204000755
201486187,16699,2019-06-25,2019,5,1,NA,0,5,fish,0,2015,4.9275,8.841191294,0.15426254,0.15426254,10.6345084377506,2.23236935565703,0.270050953,0.148707303264767,0.103981883374222,0.375542555199094,0.002264578222306,0.020381204000755
201486193,17403,2008-06-18,2008,3,1,NA,0,3,fish,0,2006,2.8368,3.797500864,0.07567248,0.07567248,14.7384428493859,0.352509870276368,0.000327439,0.833005893909627,0.024557956777996,0.113948919449902,0.013425016371971,0.008185985592665
201486194,16416,2009-09-24,2009,2,1,2,0,2,bug,1,2010,9.1035,18.729709447,0.056257283,0.4268674,12.7672503692217,0.549239303564563,0.036515708,0.666156670746634,0.055487556099551,0.218686250509996,0.005099959200326,0.020195838433293
201486194,16416,2008-10-21,2008,2,0.5,3,0.5,2.5,bug,0,2006,9.1035,18.729709447,0.056257283,0.4268674,12.7672503692217,0.549239303564563,0.036515708,0.667074663402693,0.055487556099551,0.219196246430029,0.005099959200326,0.020195838433293
201486194,16416,1994-08-15,1994,4,0.75,3,0.25,3.75,fish,0,1995,9.1035,18.729709447,0.056257283,0.4268674,12.7672503692217,0.549239303564563,0.036515708,0.674316605467156,0.054161566707466,0.216340269277846,0.004895960832313,0.020195838433293
201486194,16416,2009-06-01,2009,1,1,NA,0,1,fish,1,2010,9.1035,18.729709447,0.056257283,0.4268674,12.7672503692217,0.549239303564563,0.036515708,0.666156670746634,0.055487556099551,0.218686250509996,0.005099959200326,0.020195838433293
201486231,17177,1994-08-15,1994,4,1,NA,0,4,fish,0,1995,6.0948,9.154712322,0.193420493,0.291616877,10.987253453259,0.984445757038787,0.022113772,0.466829342687204,0.128107366173555,0.296019521122465,0.047125209699558,0.037364648467287
201486241,16735,1994-08-04,1994,3,1,NA,0,3,fish,0,1995,2.169,4.585319311,3.86E-05,3.86E-05,9.95716796691214,1.38312586445367,0.112494633,0.531129240017175,0.06097037355088,0.258909403177329,0.01245169600687,0.074280807213396
201486242,14206,2011-08-26,2011,5,1,NA,0,5,fish,0,2010,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.047332492,0.282331044642622,0.17198063820272,0.322938863020546,0.064461500013153,0.069617630810512
201486242,14206,2012-09-25,2012,5,0.515283843,4,0.484716157,4.515283843,bug,0,2010,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.047332492,0.282331044642622,0.17198063820272,0.322938863020546,0.064461500013153,0.069617630810512
201486242,14206,2007-09-18,2007,4,1,4,0,4,bug,0,2006,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.048062505,0.283603635598348,0.170948096703759,0.321965511798595,0.064306947623182,0.069630784205403
201486242,14206,1999-10-27,1999,4,0.5,5,0.5,4.5,bug,0,2002,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.049170678,0.29363967590035,0.166462789045853,0.318726488306632,0.064537132033778,0.069982637518744
201486242,14206,2004-10-12,2004,4,1,4,0,4,bug,0,2002,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.049170678,0.29363967590035,0.166462789045853,0.318726488306632,0.064537132033778,0.069982637518744
201486242,14206,1995-10-12,1995,5,1,5,0,5,bug,0,1995,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.049933575,0.320114171467656,0.155203483018967,0.315517059953174,0.06460947570568,0.07048246652461
201486242,14206,2014-09-24,2014,4,0.610169492,5,0.389830508,4.389830508,bug,0,2015,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.046763607,0.278723726093705,0.173463683476705,0.324882277115724,0.063840002104543,0.069551863836056
201486242,14206,2009-08-24,2009,4,0.785714286,5,0.21428571,4.214285693,fish,0,2010,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.047332492,0.282331044642622,0.17198063820272,0.322938863020546,0.064461500013153,0.069617630810512
201486242,14206,2009-10-22,2009,3,1,3,0,3,bug,0,2010,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.047332492,0.282331044642622,0.17198063820272,0.322938863020546,0.064461500013153,0.069617630810512
201486242,18932,2015-09-29,2015,4,1,4,0,4,bug,0,2015,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.046763607,0.278723726093705,0.173463683476705,0.324882277115724,0.063840002104543,0.069551863836056
201486260,19887,2017-08-16,2017,5,1,NA,0,5,fish,0,2015,3.2328,5.05485013,2.61E-05,2.61E-05,8.46701658689095,0.618658747834694,0.093417649,0.50445530324806,0.045415349238287,0.301523426271917,0.013797068123024,0.030755964357574
201486346,14998,2004-10-29,2004,4,1,4,0,4,bug,0,2002,6.3126,10.153435108,0.027539047,0.536061026,7.6468661978454,0.633653328264107,0.081848962,0.493743559546592,0.075666126895333,0.286176946857059,0.015751508906227,0.028706020903872
201486346,14998,2003-06-30,2003,5,1,NA,0,5,fish,0,2002,6.3126,10.153435108,0.027539047,0.536061026,7.6468661978454,0.633653328264107,0.081848962,0.493743559546592,0.075666126895333,0.286176946857059,0.015751508906227,0.028706020903872
201486380,14999,2003-06-20,2003,3,0.97368421,2,0.026315789,2.973684209,fish,0,2002,5.0031,5.897775826,0.07891086,0.232131438,9.86177487287524,0.599628230497092,0.327030033,0.150723025583982,0.088987764182425,0.316462736373749,0.019280682239525,0.033741193919169
201486380,14999,2009-11-04,2009,3,1,3,0,3,bug,0,2010,5.0031,5.897775826,0.07891086,0.232131438,9.86177487287524,0.599628230497092,0.327030033,0.14163885799036,0.089358546533185,0.324805339265851,0.017982944011865,0.03466814979607
201486380,15299,2004-10-29,2004,3,0.628205128,2,0.371794872,2.628205128,bug,0,2002,5.0031,5.897775826,0.07891086,0.232131438,9.86177487287524,0.599628230497092,0.327030033,0.150723025583982,0.088987764182425,0.316462736373749,0.019280682239525,0.033741193919169
201486416,17926,2006-07-25,2006,1,1,NA,0,1,fish,1,2006,0.9675,2.11249388,8.64E-05,8.64E-05,17.6917550909833,2.0671834625323,0,0.547984644913628,0.085412667946257,0.340690978886756,0,0.00383877159309
201486458,16712,1994-07-20,1994,1,1,NA,0,1,fish,1,1995,1.7127,2.436557146,0.019135019,0.019135019,14.7213563195755,0.583873416243358,0.010298103,0.799457994579946,0.036314363143631,0.147967479674797,0.003252032520325,0
201486513,20336,2019-09-27,2019,1,1,NA,0,1,fish,1,2015,1.6641,3.059749565,0.102722524,0.102722524,11.4468103198052,1.20185085030948,0.010620458,0.693683622135271,0.057015092230296,0.205142537730576,0.006707657909447,0.044717719396311
201486537,16900,2018-07-17,2018,5,1,NA,0,5,fish,0,2015,6.4656,10.264172395,0.058383776,0.079896588,12.3280101830208,1.70131155654541,0.019968395,0.561413590001437,0.065076856773452,0.255279413877316,0.044246516305129,0.006177273380261
201486537,16900,1994-08-16,1994,4,1,NA,0,4,fish,0,1995,6.4656,10.264172395,0.058383776,0.079896588,12.3280101830208,1.70131155654541,0.018819135,0.568596466024996,0.063352966527798,0.254704783795432,0.045826749030312,0.006751903462146
201486538,16827,1994-07-07,1994,2,0.791666667,3,0.20833333,2.208333323,fish,1,1995,22.6377,44.347470123,0.150901306,0.431040962,8.53138218759897,0.309218692711715,0.005294045,0.665900603274921,0.049000697664875,0.15360938974843,0.080067304140846,0.039602741412566
201486563,16243,2009-10-22,2009,3,1,3,0,3,bug,0,2010,96.2055,154.859292648,0.196856985,0.577405119,6.96621185753438,0.748397960615557,0.039329098,0.530252409184836,0.071995519592128,0.222079527239721,0.054305633340414,0.081458450010622
201486563,16243,1994-08-30,1994,4,0.944444444,5,0.05555556,4.055555578,fish,0,1995,96.2055,154.859292648,0.196856985,0.577405119,6.96621185753438,0.748397960615557,0.039724996,0.561190398022441,0.067544079874858,0.207981692126456,0.054305633340414,0.08305169849945
201486563,16243,2009-08-07,2009,4,1,NA,0,4,fish,0,2010,96.2055,154.859292648,0.196856985,0.577405119,6.96621185753438,0.748397960615557,0.039329098,0.530252409184836,0.071995519592128,0.222079527239721,0.054305633340414,0.081458450010622
201486567,16544,1994-08-24,1994,3,1,NA,0,3,fish,0,1995,7.9362,14.342913607,0.016129712,0.030266344,14.5656184926261,1.89007333484539,0.038349117,0.553840757628902,0.105109318367824,0.275575821349234,0.007599672629487,0.015550099380334
201486578,16538,1994-06-27,1994,4,1,NA,0,4,fish,0,1995,10.0944,22.973510864,0.002029439,4.91E-05,10.6701299826973,2.27849104453955,0.071198305,0.434558349451966,0.084277424702957,0.309017223910841,0.047526941143962,0.101409229068804
201486586,17010,1994-08-16,1994,5,1,NA,0,5,fish,0,1995,4.5441,8.933842564,1.84E-05,1.84E-05,11.7727290830528,0.880262318170815,0.086369218,0.50552599263201,0.053213262382317,0.263814981580025,0.053213262382317,0.014121981170692
201486594,20295,2019-09-03,2019,2,1,NA,0,2,fish,1,2015,6.3711,10.793258427,0.018436868,0.00981348,13.6613952908494,2.19742273704698,0.007426824,0.542449395660405,0.117518567059851,0.304791029561672,0.002766855977865,0.016601135867191
201486594,17354,2006-09-05,2006,3,1,NA,0,3,fish,0,2006,6.3711,10.793258427,0.018436868,0.00981348,13.6613952908494,2.19742273704698,0.007426824,0.527886995776904,0.116207951070336,0.313528469491772,0.002766855977865,0.016601135867191
201486619,16417,2008-10-21,2008,5,0.75,4,0.25,4.75,bug,0,2006,23.355,40.067019053,0.084392943,0.137044603,15.3884585587022,1.07043459644616,0.021479714,0.609785202863962,0.071042163882259,0.223190135242641,0.04200477326969,0.012728719172633
201486619,16417,2009-09-24,2009,3,1,3,0,3,bug,0,2010,23.355,40.067019053,0.084392943,0.137044603,15.3884585587022,1.07043459644616,0.021837709,0.601193317422434,0.071042163882259,0.229554494828958,0.04200477326969,0.012728719172633
201486619,16417,2009-06-01,2009,4,1,NA,0,4,fish,0,2010,23.355,40.067019053,0.084392943,0.137044603,15.3884585587022,1.07043459644616,0.021837709,0.601193317422434,0.071042163882259,0.229554494828958,0.04200477326969,0.012728719172633
201486619,16682,1994-08-16,1994,4,1,NA,0,4,fish,0,1995,23.355,40.067019053,0.084392943,0.137044603,15.3884585587022,1.07043459644616,0.021519491,0.605091487669053,0.069013524264121,0.232696897374702,0.042283214001591,0.012848050914877
